loaded_uid	ncbi_taxon_id	taxon_rank_level	relative_abundance	scientific_name
38171.0	79328	genus	0.00527955	Chitinophaga
38171.0	129337	genus	0.00527955	Geobacillus
38171.0	1548510	genus	0.00527955	Microbacter
38171.0	32207	genus	0.00527955	Rothia
38171.0	182709	genus	0.00527955	Oceanobacillus
38171.0	1350	genus	0.00527955	Enterococcus
38171.0	413496	genus	0.00527955	Cronobacter
38171.0	898	genus	0.00527955	Desulfomicrobium
	-1	genus	59.0993	Unknown
38172.0	216851	genus	10.1137	Faecalibacterium
38172.0	239759	genus	6.94766	Alistipes
38172.0	572511	genus	6.76547	Blautia
38172.0	239934	genus	5.77084	Akkermansia
38172.0	1678	genus	5.64774	Bifidobacterium
38172.0	1505663	genus	4.78113	Erysipelatoclostridium
38172.0	1508657	genus	4.73682	Ruminiclostridium
38172.0	1730	genus	4.33798	Eubacterium
38172.0	816	genus	3.56492	Bacteroides
38172.0	397864	genus	2.02373	Barnesiella
38172.0	1263	genus	0.950318	Ruminococcus
38172.0	1506553	genus	0.871535	Lachnoclostridium
38172.0	1505657	genus	0.8026	Intestinibacter
38172.0	33042	genus	0.8026	Coprococcus
38172.0	375288	genus	0.531784	Parabacteroides
38172.0	189330	genus	0.497316	Dorea
38172.0	44748	genus	0.492393	Sporobacter
38172.0	244127	genus	0.36437	Anaerotruncus
38172.0	904	genus	0.36437	Acidaminococcus
38172.0	1485	genus	0.324979	Clostridium
38172.0	207244	genus	0.25112	Anaerostipes
38172.0	1301	genus	0.246196	Streptococcus
38172.0	459786	genus	0.236348	Oscillibacter
38172.0	52784	genus	0.196957	Anaerofilum
38172.0	1506577	genus	0.147718	Tyzzerella
38172.0	841	genus	0.128022	Roseburia
38172.0	1505652	genus	0.108326	Terrisporobacter
38172.0	283168	genus	0.0935546	Odoribacter
38172.0	61170	genus	0.064011	Holdemania
38172.0	990721	genus	0.0443153	Christensenella
38172.0	61434	genus	0.0344675	Dehalococcoides
38172.0	1654	genus	0.0344675	Actinomyces
38172.0	838	genus	0.0295436	Prevotella
38172.0	172900	genus	0.0246196	Victivallis
38172.0	1386	genus	0.0196957	Bacillus
38172.0	1380	genus	0.0196957	Atopobium
38172.0	420345	genus	0.0196957	Lactonifactor
38172.0	1279	genus	0.0147718	Staphylococcus
38172.0	1870884	genus	0.0147718	Clostridioides
38172.0	644652	genus	0.0147718	Gordonibacter
38172.0	848	genus	0.00984785	Fusobacterium
38172.0	100175	genus	0.00984785	Papillibacter
38172.0	963	genus	0.00984785	Herbaspirillum
38172.0	872	genus	0.00984785	Desulfovibrio
38172.0	286	genus	0.00984785	Pseudomonas
38172.0	84111	genus	0.00984785	Eggerthella
38172.0	497	genus	0.00984785	Psychrobacter
38172.0	32207	genus	0.00984785	Rothia
38172.0	233189	genus	0.00984785	Anaerolinea
38172.0	482	genus	0.00984785	Neisseria
38172.0	100883	genus	0.00984785	Coprobacillus
38172.0	117563	genus	0.00492393	Granulicatella
38172.0	118747	genus	0.00492393	Bulleidia
38172.0	467975	genus	0.00492393	Iamia
38172.0	543311	genus	0.00492393	Parvimonas
38172.0	1234	genus	0.00492393	Nitrospira
38172.0	264995	genus	0.00492393	Anaerofustis
38172.0	29465	genus	0.00492393	Veillonella
38172.0	846	genus	0.00492393	Oxalobacter
38172.0	133925	genus	0.00492393	Olsenella
38172.0	41273	genus	0.00492393	Tissierella
38172.0	262406	genus	0.00492393	Thermobaculum
38172.0	577309	genus	0.00492393	Paraprevotella
38172.0	35832	genus	0.00492393	Bilophila
38172.0	469	genus	0.00492393	Acinetobacter
38172.0	187144	genus	0.00492393	Caldithrix
38172.0	28138	genus	0.00492393	Rikenella
38172.0	44000	genus	0.00492393	Caldicellulosiruptor
38172.0	1645	genus	0.00492393	Renibacterium
38172.0	670486	genus	0.00492393	Dehalogenimonas
38172.0	1357	genus	0.00492393	Lactococcus
38172.0	715222	genus	0.00492393	Caldicoprobacter
38172.0	44249	genus	0.00492393	Paenibacillus
	-1	genus	37.087	Unknown
34055.0	816	genus	19.3207	Bacteroides
34055.0	239759	genus	10.5308	Alistipes
34055.0	375288	genus	5.94811	Parabacteroides
34055.0	1508657	genus	5.82011	Ruminiclostridium
34055.0	216851	genus	5.77317	Faecalibacterium
34055.0	459786	genus	2.84178	Oscillibacter
34055.0	397864	genus	2.35535	Barnesiella
34055.0	39948	genus	1.69398	Dialister
34055.0	239934	genus	1.68117	Akkermansia
34055.0	1730	genus	1.52756	Eubacterium
34055.0	572511	genus	1.42089	Blautia
34055.0	44748	genus	1.0198	Sporobacter
34055.0	1263	genus	0.925926	Ruminococcus
34055.0	1279388	genus	0.913125	Kandleria
34055.0	577310	genus	0.874723	Parasutterella
34055.0	283168	genus	0.678443	Odoribacter
34055.0	841	genus	0.631507	Roseburia
34055.0	1506553	genus	0.580304	Lachnoclostridium
34055.0	904	genus	0.512033	Acidaminococcus
34055.0	724	genus	0.499232	Haemophilus
34055.0	244127	genus	0.443762	Anaerotruncus
34055.0	35832	genus	0.371224	Bilophila
34055.0	1573535	genus	0.332821	Holdemanella
34055.0	872	genus	0.302953	Desulfovibrio
34055.0	33042	genus	0.281618	Coprococcus
34055.0	1301	genus	0.238949	Streptococcus
34055.0	1485	genus	0.179211	Clostridium
34055.0	2147	genus	0.145076	Acholeplasma
34055.0	1505663	genus	0.128008	Erysipelatoclostridium
34055.0	1678	genus	0.115207	Bifidobacterium
34055.0	836	genus	0.115207	Porphyromonas
34055.0	990721	genus	0.11094	Christensenella
34055.0	2172	genus	0.0938727	Methanobrevibacter
34055.0	838	genus	0.0810719	Prevotella
34055.0	1386	genus	0.0810719	Bacillus
34055.0	189330	genus	0.072538	Dorea
34055.0	61170	genus	0.0469363	Holdemania
34055.0	846	genus	0.0426694	Oxalobacter
34055.0	172900	genus	0.0298686	Victivallis
34055.0	2740	genus	0.0256016	Peptococcus
34055.0	561	genus	0.0256016	Escherichia
34055.0	207244	genus	0.0213347	Anaerostipes
34055.0	1654	genus	0.0170678	Actinomyces
34055.0	1380	genus	0.0170678	Atopobium
34055.0	41273	genus	0.0128008	Tissierella
34055.0	392735	genus	0.0128008	Uliginosibacterium
34055.0	29465	genus	0.0128008	Veillonella
34055.0	286	genus	0.0128008	Pseudomonas
34055.0	278993	genus	0.00853388	Thermincola
34055.0	233191	genus	0.00853388	Caldilinea
34055.0	508459	genus	0.00853388	Cloacibacillus
34055.0	146813	genus	0.00853388	Dendrosporobacter
34055.0	156973	genus	0.00853388	Dysgonomonas
34055.0	53335	genus	0.00853388	Pantoea
34055.0	32636	genus	0.00853388	Halothermothrix
34055.0	61434	genus	0.00853388	Dehalococcoides
34055.0	173479	genus	0.00426694	Gemmatimonas
34055.0	44261	genus	0.00426694	Oxobacter
34055.0	226	genus	0.00426694	Alteromonas
34055.0	118966	genus	0.00426694	Anaerorhabdus
34055.0	48463	genus	0.00426694	Prosthecobacter
34055.0	929509	genus	0.00426694	Solitalea
34055.0	637	genus	0.00426694	Arsenophonus
34055.0	32067	genus	0.00426694	Leptotrichia
34055.0	332248	genus	0.00426694	Truepera
34055.0	79206	genus	0.00426694	Desulfosporosinus
34055.0	133925	genus	0.00426694	Olsenella
34055.0	1481960	genus	0.00426694	Peptoclostridium
34055.0	28453	genus	0.00426694	Sphingobacterium
34055.0	482	genus	0.00426694	Neisseria
34055.0	1716	genus	0.00426694	Corynebacterium
34055.0	1082702	genus	0.00426694	Lonsdalea
34055.0	1505657	genus	0.00426694	Intestinibacter
34055.0	106633	genus	0.00426694	Thioalkalivibrio
34055.0	150247	genus	0.00426694	Anoxybacillus
34055.0	70992	genus	0.00426694	Flexithrix
34055.0	262406	genus	0.00426694	Thermobaculum
34055.0	84111	genus	0.00426694	Eggerthella
34055.0	270497	genus	0.00426694	Catabacter
34055.0	898	genus	0.00426694	Desulfomicrobium
34055.0	346096	genus	0.00426694	Paludibacter
34055.0	1200657	genus	0.00426694	Saccharofermentans
34055.0	497	genus	0.00426694	Psychrobacter
34055.0	914	genus	0.00426694	Nitrosomonas
34055.0	55079	genus	0.00426694	Aneurinibacillus
34055.0	312278	genus	0.00426694	Emticicia
34055.0	864	genus	0.00426694	Pectinatus
34055.0	36853	genus	0.00426694	Desulfitobacterium
34055.0	715222	genus	0.00426694	Caldicoprobacter
34055.0	22	genus	0.00426694	Shewanella
34055.0	670486	genus	0.00426694	Dehalogenimonas
34055.0	1870884	genus	0.00426694	Clostridioides
34055.0	195950	genus	0.00426694	Tannerella
34055.0	100175	genus	0.00426694	Papillibacter
34055.0	1573534	genus	0.00426694	Faecalitalea
34055.0	52784	genus	0.00426694	Anaerofilum
34055.0	1652133	genus	0.00426694	Halobacteriovorax
	-1	genus	30.2697	Unknown
38174.0	816	genus	37.5151	Bacteroides
38174.0	216851	genus	13.6212	Faecalibacterium
38174.0	39948	genus	8.50681	Dialister
38174.0	239934	genus	6.50953	Akkermansia
38174.0	239759	genus	6.49484	Alistipes
38174.0	1730	genus	4.31031	Eubacterium
38174.0	459786	genus	1.89081	Oscillibacter
38174.0	577310	genus	1.8541	Parasutterella
38174.0	1263	genus	1.38782	Ruminococcus
38174.0	375288	genus	1.28135	Parabacteroides
38174.0	572511	genus	0.998642	Blautia
38174.0	1506553	genus	0.737967	Lachnoclostridium
38174.0	35832	genus	0.613137	Bilophila
38174.0	1505663	genus	0.613137	Erysipelatoclostridium
38174.0	841	genus	0.591108	Roseburia
38174.0	397864	genus	0.528693	Barnesiella
38174.0	1508657	genus	0.42222	Ruminiclostridium
38174.0	1505657	genus	0.381834	Intestinibacter
38174.0	283168	genus	0.363476	Odoribacter
38174.0	244127	genus	0.282704	Anaerotruncus
38174.0	44748	genus	0.150531	Sporobacter
38174.0	61170	genus	0.143188	Holdemania
38174.0	189330	genus	0.139516	Dorea
38174.0	1386	genus	0.0991299	Bacillus
38174.0	1506577	genus	0.0954584	Tyzzerella
38174.0	1485	genus	0.0954584	Clostridium
38174.0	1301	genus	0.084444	Streptococcus
38174.0	52784	genus	0.0587436	Anaerofilum
38174.0	33042	genus	0.0587436	Coprococcus
38174.0	838	genus	0.0550721	Prevotella
38174.0	990721	genus	0.0293718	Christensenella
38174.0	84111	genus	0.0220289	Eggerthella
38174.0	392735	genus	0.0220289	Uliginosibacterium
38174.0	32207	genus	0.0183574	Rothia
38174.0	482	genus	0.0183574	Neisseria
38174.0	278993	genus	0.0183574	Thermincola
38174.0	79206	genus	0.0183574	Desulfosporosinus
38174.0	724	genus	0.0183574	Haemophilus
38174.0	848	genus	0.0146859	Fusobacterium
38174.0	1678	genus	0.0146859	Bifidobacterium
38174.0	872	genus	0.0146859	Desulfovibrio
38174.0	233191	genus	0.0110144	Caldilinea
38174.0	29465	genus	0.0110144	Veillonella
38174.0	1654	genus	0.0110144	Actinomyces
38174.0	84108	genus	0.0110144	Slackia
38174.0	55080	genus	0.00734295	Brevibacillus
38174.0	1505652	genus	0.00734295	Terrisporobacter
38174.0	187144	genus	0.00734295	Caldithrix
38174.0	44249	genus	0.00734295	Paenibacillus
38174.0	118747	genus	0.00734295	Bulleidia
38174.0	55079	genus	0.00734295	Aneurinibacillus
38174.0	102106	genus	0.00734295	Collinsella
38174.0	286	genus	0.00734295	Pseudomonas
38174.0	420345	genus	0.00734295	Lactonifactor
38174.0	233189	genus	0.00734295	Anaerolinea
38174.0	713	genus	0.00367148	Actinobacillus
38174.0	1350	genus	0.00367148	Enterococcus
38174.0	28231	genus	0.00367148	Geobacter
38174.0	836	genus	0.00367148	Porphyromonas
38174.0	28065	genus	0.00367148	Rhodoferax
38174.0	2735	genus	0.00367148	Verrucomicrobium
38174.0	586	genus	0.00367148	Providencia
38174.0	32067	genus	0.00367148	Leptotrichia
38174.0	1716	genus	0.00367148	Corynebacterium
38174.0	511434	genus	0.00367148	Candidatus Azobacteroides
38174.0	312278	genus	0.00367148	Emticicia
38174.0	644652	genus	0.00367148	Gordonibacter
38174.0	289201	genus	0.00367148	Pontibacillus
38174.0	904	genus	0.00367148	Acidaminococcus
38174.0	346096	genus	0.00367148	Paludibacter
38174.0	795750	genus	0.00367148	Ignavibacterium
38174.0	61434	genus	0.00367148	Dehalococcoides
38174.0	909656	genus	0.00367148	Phocaeicola
38174.0	150247	genus	0.00367148	Anoxybacillus
38174.0	129337	genus	0.00367148	Geobacillus
38174.0	590	genus	0.00367148	Salmonella
38174.0	28453	genus	0.00367148	Sphingobacterium
38174.0	577309	genus	0.00367148	Paraprevotella
38174.0	1372	genus	0.00367148	Planococcus
38174.0	42255	genus	0.00367148	Rubrobacter
38174.0	1279	genus	0.00367148	Staphylococcus
38174.0	1578	genus	0.00367148	Lactobacillus
38174.0	929509	genus	0.00367148	Solitalea
38174.0	83660	genus	0.00367148	Desulfonispora
38174.0	264995	genus	0.00367148	Anaerofustis
38174.0	262406	genus	0.00367148	Thermobaculum
	-1	genus	9.51647	Unknown
34066.0	816	genus	42.5575	Bacteroides
34066.0	375288	genus	4.35687	Parabacteroides
34066.0	577309	genus	3.7951	Paraprevotella
34066.0	1506553	genus	3.33319	Lachnoclostridium
34066.0	577310	genus	3.23748	Parasutterella
34066.0	1508657	genus	2.49677	Ruminiclostridium
34066.0	572511	genus	2.42187	Blautia
34066.0	239759	genus	2.25126	Alistipes
34066.0	459786	genus	1.85594	Oscillibacter
34066.0	1263	genus	1.63955	Ruminococcus
34066.0	1730	genus	1.58961	Eubacterium
34066.0	841	genus	1.28584	Roseburia
34066.0	904	genus	1.05697	Acidaminococcus
34066.0	244127	genus	0.366194	Anaerotruncus
34066.0	1505657	genus	0.295452	Intestinibacter
34066.0	1505663	genus	0.241355	Erysipelatoclostridium
34066.0	216851	genus	0.116516	Faecalibacterium
34066.0	189330	genus	0.104032	Dorea
34066.0	838	genus	0.099871	Prevotella
34066.0	52784	genus	0.0832258	Anaerofilum
34066.0	1485	genus	0.0832258	Clostridium
34066.0	283168	genus	0.070742	Odoribacter
34066.0	100883	genus	0.070742	Coprobacillus
34066.0	1386	genus	0.0665807	Bacillus
34066.0	207244	genus	0.0582581	Anaerostipes
34066.0	1506577	genus	0.0582581	Tyzzerella
34066.0	1301	genus	0.0499355	Streptococcus
34066.0	41273	genus	0.0416129	Tissierella
34066.0	1573534	genus	0.0416129	Faecalitalea
34066.0	61170	genus	0.0332903	Holdemania
34066.0	836	genus	0.0332903	Porphyromonas
34066.0	44748	genus	0.029129	Sporobacter
34066.0	150022	genus	0.029129	Finegoldia
34066.0	84111	genus	0.029129	Eggerthella
34066.0	146813	genus	0.029129	Dendrosporobacter
34066.0	1678	genus	0.029129	Bifidobacterium
34066.0	420345	genus	0.0249678	Lactonifactor
34066.0	990721	genus	0.0208065	Christensenella
34066.0	1279	genus	0.0166452	Staphylococcus
34066.0	1578	genus	0.0166452	Lactobacillus
34066.0	39948	genus	0.0166452	Dialister
34066.0	1471399	genus	0.0166452	Draconibacterium
34066.0	397864	genus	0.0166452	Barnesiella
34066.0	165779	genus	0.0166452	Anaerococcus
34066.0	1017280	genus	0.0166452	Pseudoflavonifractor
34066.0	239934	genus	0.0166452	Akkermansia
34066.0	1378	genus	0.0124839	Gemella
34066.0	28453	genus	0.0124839	Sphingobacterium
34066.0	162289	genus	0.0124839	Peptoniphilus
34066.0	909656	genus	0.00832258	Phocaeicola
34066.0	156973	genus	0.00832258	Dysgonomonas
34066.0	914	genus	0.00832258	Nitrosomonas
34066.0	262406	genus	0.00832258	Thermobaculum
34066.0	1637257	genus	0.00832258	Mageeibacillus
34066.0	795750	genus	0.00832258	Ignavibacterium
34066.0	670486	genus	0.00832258	Dehalogenimonas
34066.0	264995	genus	0.00832258	Anaerofustis
34066.0	286	genus	0.00832258	Pseudomonas
34066.0	648802	genus	0.00416129	Rummeliibacillus
34066.0	866673	genus	0.00416129	Marinifilum
34066.0	89966	genus	0.00416129	Hymenobacter
34066.0	1548510	genus	0.00416129	Microbacter
34066.0	1716	genus	0.00416129	Corynebacterium
34066.0	1652133	genus	0.00416129	Halobacteriovorax
34066.0	102106	genus	0.00416129	Collinsella
34066.0	1257	genus	0.00416129	Peptostreptococcus
34066.0	448125	genus	0.00416129	Dethiosulfatibacter
34066.0	1243	genus	0.00416129	Leuconostoc
34066.0	43996	genus	0.00416129	Catonella
34066.0	830	genus	0.00416129	Butyrivibrio
34066.0	133925	genus	0.00416129	Olsenella
34066.0	100175	genus	0.00416129	Papillibacter
34066.0	267986	genus	0.00416129	Owenweeksia
34066.0	33042	genus	0.00416129	Coprococcus
34066.0	1843210	genus	0.00416129	Anaerocolumna
34066.0	44249	genus	0.00416129	Paenibacillus
34066.0	1551504	genus	0.00416129	Candidatus Babela
34066.0	501783	genus	0.00416129	Cloacibacterium
34066.0	1663	genus	0.00416129	Arthrobacter
34066.0	1234	genus	0.00416129	Nitrospira
34066.0	1134403	genus	0.00416129	Melioribacter
34066.0	35832	genus	0.00416129	Bilophila
34066.0	28138	genus	0.00416129	Rikenella
34066.0	168808	genus	0.00416129	Sneathia
34066.0	392735	genus	0.00416129	Uliginosibacterium
34066.0	42837	genus	0.00416129	Ammonifex
34066.0	61434	genus	0.00416129	Dehalococcoides
34066.0	46255	genus	0.00416129	Weissella
34066.0	469	genus	0.00416129	Acinetobacter
34066.0	1618113	genus	0.00416129	Saccharicrinis
	-1	genus	24.8845	Unknown
34069.0	286	genus	51.5341	Pseudomonas
34069.0	816	genus	0.852519	Bacteroides
34069.0	469	genus	0.738546	Acinetobacter
34069.0	239759	genus	0.670162	Alistipes
34069.0	216851	genus	0.578983	Faecalibacterium
34069.0	239934	genus	0.442216	Akkermansia
34069.0	265980	genus	0.250741	Alkalimonas
34069.0	375288	genus	0.173239	Parabacteroides
34069.0	1678	genus	0.16868	Bifidobacterium
34069.0	572511	genus	0.150444	Blautia
34069.0	48736	genus	0.118532	Ralstonia
34069.0	590	genus	0.0957374	Salmonella
34069.0	1505663	genus	0.0775017	Erysipelatoclostridium
34069.0	497	genus	0.0683839	Psychrobacter
34069.0	577309	genus	0.0638249	Paraprevotella
34069.0	561	genus	0.0547071	Escherichia
34069.0	577310	genus	0.0501482	Parasutterella
34069.0	459786	genus	0.0455892	Oscillibacter
34069.0	1263	genus	0.0410303	Ruminococcus
34069.0	413496	genus	0.0319125	Cronobacter
34069.0	1508657	genus	0.0319125	Ruminiclostridium
34069.0	53335	genus	0.0319125	Pantoea
34069.0	1301	genus	0.0273535	Streptococcus
34069.0	904	genus	0.0273535	Acidaminococcus
34069.0	583	genus	0.0273535	Proteus
34069.0	244127	genus	0.0227946	Anaerotruncus
34069.0	180541	genus	0.0227946	Salinisphaera
34069.0	1279	genus	0.0227946	Staphylococcus
34069.0	1716	genus	0.0227946	Corynebacterium
34069.0	1506553	genus	0.0182357	Lachnoclostridium
34069.0	872	genus	0.0182357	Desulfovibrio
34069.0	898	genus	0.0136768	Desulfomicrobium
34069.0	838	genus	0.0136768	Prevotella
34069.0	182709	genus	0.0136768	Oceanobacillus
34069.0	33042	genus	0.0136768	Coprococcus
34069.0	841	genus	0.0136768	Roseburia
34069.0	1485	genus	0.0136768	Clostridium
34069.0	84111	genus	0.0136768	Eggerthella
34069.0	1505657	genus	0.00911785	Intestinibacter
34069.0	283168	genus	0.00911785	Odoribacter
34069.0	52784	genus	0.00911785	Anaerofilum
34069.0	544	genus	0.00911785	Citrobacter
34069.0	207244	genus	0.00911785	Anaerostipes
34069.0	39948	genus	0.00911785	Dialister
34069.0	165779	genus	0.00911785	Anaerococcus
34069.0	13687	genus	0.00455892	Sphingomonas
34069.0	475	genus	0.00455892	Moraxella
34069.0	1565532	genus	0.00455892	Rouxiella
34069.0	84108	genus	0.00455892	Slackia
34069.0	162289	genus	0.00455892	Peptoniphilus
34069.0	283	genus	0.00455892	Comamonas
34069.0	776	genus	0.00455892	Coxiella
34069.0	1357	genus	0.00455892	Lactococcus
34069.0	41273	genus	0.00455892	Tissierella
34069.0	1350	genus	0.00455892	Enterococcus
34069.0	61170	genus	0.00455892	Holdemania
34069.0	28253	genus	0.00455892	Marinomonas
34069.0	836	genus	0.00455892	Porphyromonas
34069.0	44748	genus	0.00455892	Sporobacter
34069.0	698776	genus	0.00455892	Cellulosilyticum
34069.0	226	genus	0.00455892	Alteromonas
34069.0	1386	genus	0.00455892	Bacillus
34069.0	620	genus	0.00455892	Shigella
34069.0	642	genus	0.00455892	Aeromonas
34069.0	445	genus	0.00455892	Legionella
34069.0	2742	genus	0.00455892	Marinobacter
34069.0	1827	genus	0.00455892	Rhodococcus
34069.0	662	genus	0.00455892	Vibrio
34069.0	265570	genus	0.00455892	Sulfurovum
34069.0	963	genus	0.00455892	Herbaspirillum
	-1	genus	43.2323	Unknown
38176.0	816	genus	3.49365	Bacteroides
38176.0	216851	genus	1.53783	Faecalibacterium
38176.0	1485	genus	1.43462	Clostridium
38176.0	1678	genus	1.36237	Bifidobacterium
38176.0	1505657	genus	0.825679	Intestinibacter
38176.0	838	genus	0.645061	Prevotella
38176.0	239934	genus	0.593457	Akkermansia
38176.0	239759	genus	0.52637	Alistipes
38176.0	1350	genus	0.495407	Enterococcus
38176.0	1508657	genus	0.397358	Ruminiclostridium
38176.0	1578	genus	0.335432	Lactobacillus
38176.0	544	genus	0.335432	Citrobacter
38176.0	375288	genus	0.190938	Parabacteroides
38176.0	590	genus	0.180617	Salmonella
38176.0	39948	genus	0.149654	Dialister
38176.0	1357	genus	0.129012	Lactococcus
38176.0	1386	genus	0.123852	Bacillus
38176.0	2172	genus	0.10837	Methanobrevibacter
38176.0	1716	genus	0.10321	Corynebacterium
38176.0	836	genus	0.10321	Porphyromonas
38176.0	577309	genus	0.0928888	Paraprevotella
38176.0	904	genus	0.0774074	Acidaminococcus
38176.0	33042	genus	0.0774074	Coprococcus
38176.0	244127	genus	0.0774074	Anaerotruncus
38176.0	1506553	genus	0.0670864	Lachnoclostridium
38176.0	1505663	genus	0.0670864	Erysipelatoclostridium
38176.0	469	genus	0.0619259	Acinetobacter
38176.0	162289	genus	0.0567654	Peptoniphilus
38176.0	1573535	genus	0.0516049	Holdemanella
38176.0	898	genus	0.0516049	Desulfomicrobium
38176.0	84111	genus	0.0464444	Eggerthella
38176.0	848	genus	0.0464444	Fusobacterium
38176.0	1730	genus	0.0412839	Eubacterium
38176.0	286	genus	0.0309629	Pseudomonas
38176.0	1301	genus	0.0258025	Streptococcus
38176.0	44748	genus	0.0258025	Sporobacter
38176.0	872	genus	0.0258025	Desulfovibrio
38176.0	459786	genus	0.020642	Oscillibacter
38176.0	572511	genus	0.020642	Blautia
38176.0	1505652	genus	0.0154815	Terrisporobacter
38176.0	233189	genus	0.0154815	Anaerolinea
38176.0	1645	genus	0.0154815	Renibacterium
38176.0	2740	genus	0.010321	Peptococcus
38176.0	53335	genus	0.010321	Pantoea
38176.0	702	genus	0.010321	Plesiomonas
38176.0	626	genus	0.010321	Xenorhabdus
38176.0	1618113	genus	0.010321	Saccharicrinis
38176.0	561	genus	0.010321	Escherichia
38176.0	1763	genus	0.010321	Mycobacterium
38176.0	226	genus	0.010321	Alteromonas
38176.0	2299	genus	0.010321	Desulfosarcina
38176.0	100883	genus	0.010321	Coprobacillus
38176.0	1279	genus	0.010321	Staphylococcus
38176.0	332248	genus	0.010321	Truepera
38176.0	233191	genus	0.010321	Caldilinea
38176.0	180541	genus	0.010321	Salinisphaera
38176.0	1263	genus	0.010321	Ruminococcus
38176.0	283168	genus	0.010321	Odoribacter
38176.0	86331	genus	0.00516049	Mogibacterium
38176.0	413496	genus	0.00516049	Cronobacter
38176.0	2742	genus	0.00516049	Marinobacter
38176.0	99906	genus	0.00516049	Alkalibacterium
38176.0	150022	genus	0.00516049	Finegoldia
38176.0	59753	genus	0.00516049	Alcanivorax
38176.0	294702	genus	0.00516049	Proteiniphilum
38176.0	400634	genus	0.00516049	Lysinibacillus
38176.0	52784	genus	0.00516049	Anaerofilum
38176.0	1234	genus	0.00516049	Nitrospira
38176.0	642	genus	0.00516049	Aeromonas
38176.0	2147	genus	0.00516049	Acholeplasma
38176.0	114627	genus	0.00516049	Alkaliphilus
38176.0	475087	genus	0.00516049	Methanosphaerula
38176.0	13334	genus	0.00516049	Anaerobiospirillum
38176.0	59732	genus	0.00516049	Chryseobacterium
38176.0	648802	genus	0.00516049	Rummeliibacillus
38176.0	207244	genus	0.00516049	Anaerostipes
38176.0	165779	genus	0.00516049	Anaerococcus
38176.0	577310	genus	0.00516049	Parasutterella
38176.0	583	genus	0.00516049	Proteus
38176.0	841	genus	0.00516049	Roseburia
38176.0	581	genus	0.00516049	Morganella
38176.0	61434	genus	0.00516049	Dehalococcoides
38176.0	53460	genus	0.00516049	Nakamurella
38176.0	893	genus	0.00516049	Desulfobulbus
38176.0	392332	genus	0.00516049	Geoalkalibacter
38176.0	32008	genus	0.00516049	Burkholderia
38176.0	1654	genus	0.00516049	Actinomyces
38176.0	2747	genus	0.00516049	Carnobacterium
